Kind,Name,SumCyclomatic,AvgEssential,MaxInheritanceTree,PercentLackOfCohesion,CountClassDerived,CountClassCoupled,CountDeclMethod,Essential,CountLineCode
Protected Method,org.junit.api.tools.AbstractApiReportWriter.getKind,4,,,,,,,4.0,12.0
Protected Method,org.junit.api.tools.AbstractApiReportWriter.paragraph,1,,,,,,,1.0,3.0
Public Method,org.junit.api.tools.AbstractApiReportWriter.printDeclarationInfo,3,,,,,,,1.0,5.0
Protected Method,org.junit.api.tools.AbstractApiReportWriter.printDeclarationSection,3,,,,,,,1.0,10.0
Protected Method,org.junit.api.tools.AbstractApiReportWriter.printDeclarationSectionHeader,2,,,,,,,1.0,10.0
Public Method,org.junit.api.tools.AbstractApiReportWriter.printReportHeader,1,,,,,,,1.0,7.0
Protected Method,org.junit.api.tools.AsciidocApiReportWriter.code,1,,,,,,,1.0,3.0
Protected Method,org.junit.api.tools.AsciidocApiReportWriter.h1,1,,,,,,,1.0,3.0
Protected Method,org.junit.api.tools.AsciidocApiReportWriter.h2,1,,,,,,,1.0,3.0
Protected Method,org.junit.api.tools.AsciidocApiReportWriter.italic,1,,,,,,,1.0,3.0
Protected Method,org.junit.api.tools.AsciidocApiReportWriter.printDeclarationTableFooter,1,,,,,,,1.0,3.0
Protected Method,org.junit.api.tools.AsciidocApiReportWriter.printDeclarationTableHeader,1,,,,,,,1.0,5.0
Protected Method,org.junit.api.tools.AsciidocApiReportWriter.printDeclarationTableRow,2,,,,,,,1.0,12.0
Protected Method,org.junit.api.tools.HtmlApiReportWriter.code,1,,,,,,,1.0,3.0
Protected Method,org.junit.api.tools.HtmlApiReportWriter.h1,1,,,,,,,1.0,3.0
Protected Method,org.junit.api.tools.HtmlApiReportWriter.h2,1,,,,,,,1.0,3.0
Protected Method,org.junit.api.tools.HtmlApiReportWriter.italic,1,,,,,,,1.0,3.0
Protected Method,org.junit.api.tools.HtmlApiReportWriter.paragraph,1,,,,,,,1.0,3.0
Protected Method,org.junit.api.tools.HtmlApiReportWriter.printDeclarationTableFooter,1,,,,,,,1.0,3.0
Protected Method,org.junit.api.tools.HtmlApiReportWriter.printDeclarationTableHeader,1,,,,,,,1.0,4.0
Protected Method,org.junit.api.tools.HtmlApiReportWriter.printDeclarationTableRow,1,,,,,,,1.0,7.0
Protected Method,org.junit.api.tools.MarkdownApiReportWriter.code,1,,,,,,,1.0,3.0
Private Method,org.junit.api.tools.MarkdownApiReportWriter.dashes,1,,,,,,,1.0,3.0
Protected Method,org.junit.api.tools.MarkdownApiReportWriter.h1,1,,,,,,,1.0,3.0
Protected Method,org.junit.api.tools.MarkdownApiReportWriter.h2,1,,,,,,,1.0,3.0
Protected Method,org.junit.api.tools.MarkdownApiReportWriter.italic,1,,,,,,,1.0,3.0
Protected Method,org.junit.api.tools.MarkdownApiReportWriter.printDeclarationTableFooter,1,,,,,,,1.0,2.0
Protected Method,org.junit.api.tools.MarkdownApiReportWriter.printDeclarationTableHeader,1,,,,,,,1.0,4.0
Protected Method,org.junit.api.tools.MarkdownApiReportWriter.printDeclarationTableRow,1,,,,,,,1.0,7.0
Private Method,org.junit.jupiter.api.AssertAllAssertionsTests.assertPrecondition,1,,,,,,,1.0,4.0
Public Method,org.junit.jupiter.api.AssertEqualsAssertionsTests.EqualsThrowsException.equals,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.AssertEqualsAssertionsTests.ToStringThrowsException.toString,1,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.AssertInstanceOfAssertionsTests.assertInstanceOfFails,5,,,,,,,1.0,10.0
Private Method,org.junit.jupiter.api.AssertInstanceOfAssertionsTests.assertThrowsWithMessage,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.AssertIterableEquals.Pair.equals,3,,,,,,,3.0,9.0
Public Method,org.junit.jupiter.api.AssertIterableEquals.Pair.hashCode,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.AssertIterableEquals.Status.valueOf,1,,,,,,,1.0,0.0
Public Method,org.junit.jupiter.api.AssertIterableEquals.Status.values,1,,,,,,,1.0,0.0
Private Method,org.junit.jupiter.api.AssertLinesMatchAssertionsTests.assertError,1,,,,,,,1.0,6.0
Public Method,org.junit.jupiter.api.AssertNotEqualsAssertionsTests.EqualsThrowsExceptionClass.equals,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.AssertNullAssertionsTests.NullToString.toString,1,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.AssertNullAssertionsTests.assertNullWithNonNullObjectWithNullReferenceReturnedFromToString,4,,,,,,,1.0,18.0
Private Method,org.junit.jupiter.api.AssertNullAssertionsTests.assertNullWithNonNullObjectWithNullStringReturnedFromToString,4,,,,,,,1.0,17.0
Private Method,org.junit.jupiter.api.AssertTimeoutAssertionsTests.nap,2,,,,,,,1.0,6.0
Public Method,org.junit.jupiter.api.AssertTimeoutPreemptively.TimeoutThreadFactory.newThread,1,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.AssertTimeoutPreemptivelyAssertionsTests.waitForInterrupt,2,,,,,,,1.0,8.0
Public Class,org.junit.jupiter.api.AssertionFailureBuilder,31,1.0,1.0,87.0,0.0,7.0,17.0,,98.0
Public Method,org.junit.jupiter.api.AssertionFailureBuilder.actual,1,,,,,,,1.0,5.0
Public Method,org.junit.jupiter.api.AssertionFailureBuilder.build,5,,,,,,,1.0,13.0
Public Method,org.junit.jupiter.api.AssertionFailureBuilder.buildAndThrow,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.AssertionFailureBuilder.cause,1,,,,,,,1.0,4.0
Public Method,org.junit.jupiter.api.AssertionFailureBuilder.expected,1,,,,,,,1.0,5.0
Public Method,org.junit.jupiter.api.AssertionFailureBuilder.includeValuesInMessage,1,,,,,,,1.0,4.0
Public Method,org.junit.jupiter.api.AssertionFailureBuilder.message,1,,,,,,,1.0,4.0
Public Method,org.junit.jupiter.api.AssertionFailureBuilder.reason,1,,,,,,,1.0,4.0
Public Class,org.junit.jupiter.api.Assertions,292,1.0,1.0,0.0,1.0,40.0,292.0,,1024.0
Public Class,org.junit.jupiter.api.Assumptions,26,1.0,1.0,0.0,1.0,9.0,19.0,,79.0
Public Method,org.junit.jupiter.api.ClassOrderer.ClassName.orderClasses,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.ClassOrderer.DisplayName.orderClasses,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.ClassOrderer.OrderAnnotation.orderClasses,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.ClassOrderer.Random.orderClasses,1,,,,,,,1.0,4.0
Public Method,org.junit.jupiter.api.DisplayNameGenerationTests.NoNameGenerator.generateDisplayNameForClass,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.DisplayNameGenerationTests.NoNameGenerator.generateDisplayNameForMethod,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.DisplayNameGenerationTests.NoNameGenerator.generateDisplayNameForNestedClass,1,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.DisplayNameGenerationTests.check,1,,,,,,,1.0,5.0
Private Method,org.junit.jupiter.api.DisplayNameGenerationTests.describe,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.DisplayNameGenerator.IndicativeSentences.generateDisplayNameForClass,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.DisplayNameGenerator.IndicativeSentences.generateDisplayNameForMethod,1,,,,,,,1.0,4.0
Public Method,org.junit.jupiter.api.DisplayNameGenerator.IndicativeSentences.generateDisplayNameForNestedClass,1,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.DisplayNameGenerator.IndicativeSentences.getSentenceBeginning,6,,,,,,,4.0,26.0
Public Method,org.junit.jupiter.api.DisplayNameGenerator.ReplaceUnderscores.generateDisplayNameForClass,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.DisplayNameGenerator.ReplaceUnderscores.generateDisplayNameForMethod,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.DisplayNameGenerator.ReplaceUnderscores.generateDisplayNameForNestedClass,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.DisplayNameGenerator.Simple.generateDisplayNameForMethod,2,,,,,,,1.0,7.0
Public Method,org.junit.jupiter.api.DisplayNameGenerator.Standard.generateDisplayNameForClass,1,,,,,,,1.0,5.0
Public Method,org.junit.jupiter.api.DisplayNameGenerator.Standard.generateDisplayNameForMethod,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.DisplayNameGenerator.Standard.generateDisplayNameForNestedClass,1,,,,,,,1.0,3.0
Public Class,org.junit.jupiter.api.DynamicContainer,5,1.0,2.0,60.0,0.0,6.0,5.0,,21.0
Public Method,org.junit.jupiter.api.DynamicContainer.getChildren,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.DynamicNode.getDisplayName,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.DynamicNode.getTestSourceUri,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.DynamicNode.toString,1,,,,,,,1.0,6.0
Public Class,org.junit.jupiter.api.DynamicTest,10,1.0,2.0,75.0,0.0,10.0,8.0,,45.0
Public Method,org.junit.jupiter.api.DynamicTest.getExecutable,1,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.DynamicTestTests.assert1Equals48Directly,1,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.DynamicTestTests.assert1Equals49ReflectivelyAndUnwrapInvocationTargetException,1,,,,,,,1.0,4.0
Private Method,org.junit.jupiter.api.DynamicTestTests.assert1Equals50Reflectively,1,,,,,,,1.0,4.0
Private Method,org.junit.jupiter.api.DynamicTestTests.assertStream,2,,,,,,,1.0,12.0
Private Method,org.junit.jupiter.api.DynamicTestTests.throwingConsumer,2,,,,,,,1.0,6.0
Public Method,org.junit.jupiter.api.MethodOrderer.DisplayName.orderMethods,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.MethodOrderer.MethodName.orderMethods,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.MethodOrderer.OrderAnnotation.orderMethods,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.MethodOrderer.Random.orderMethods,1,,,,,,,1.0,4.0
Public Method,org.junit.jupiter.api.Named.of.(Anon_1).getName,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.Named.of.(Anon_1).getPayload,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.Named.of.(Anon_1).toString,1,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.RandomlyOrderedTests.executeTests,1,,,,,,,1.0,10.0
Public Method,org.junit.jupiter.api.TestInstance.Lifecycle.valueOf,1,,,,,,,1.0,0.0
Public Method,org.junit.jupiter.api.TestInstance.Lifecycle.values,1,,,,,,,1.0,0.0
Public Method,org.junit.jupiter.api.Timeout.ThreadMode.valueOf,1,,,,,,,1.0,0.0
Public Method,org.junit.jupiter.api.Timeout.ThreadMode.values,1,,,,,,,1.0,0.0
Protected Method,org.junit.jupiter.api.condition.AbstractExecutionConditionTests.assertCustomDisabledReasonIs,3,,,,,,,1.0,6.0
Protected Method,org.junit.jupiter.api.condition.AbstractExecutionConditionTests.assertDisabled,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.AbstractExecutionConditionTests.assertEnabled,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.AbstractExecutionConditionTests.assertReasonContains,2,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.AbstractExecutionConditionTests.evaluateCondition,1,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.condition.AbstractExecutionConditionTests.method,1,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.condition.AbstractExecutionConditionTests.method,1,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.condition.AbstractOsBasedExecutionCondition.enabledByDefault,1,,,,,,,1.0,4.0
Public Method,org.junit.jupiter.api.condition.AbstractOsBasedExecutionCondition.evaluateExecutionCondition,1,,,,,,,1.0,5.0
Public Method,org.junit.jupiter.api.condition.AbstractRepeatableAnnotationCondition.evaluateExecutionCondition,3,,,,,,,1.0,16.0
Private Method,org.junit.jupiter.api.condition.AbstractRepeatableAnnotationCondition.logResult,2,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.condition.BooleanExecutionCondition.enabledByDefault,1,,,,,,,1.0,4.0
Public Method,org.junit.jupiter.api.condition.BooleanExecutionCondition.evaluateExecutionCondition,3,,,,,,,1.0,6.0
Private Method,org.junit.jupiter.api.condition.DisabledForJreRangeConditionTests.assertDisabledOnCurrentJreIf,2,,,,,,,1.0,10.0
Protected Method,org.junit.jupiter.api.condition.DisabledForJreRangeConditionTests.getExecutionCondition,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.DisabledForJreRangeConditionTests.getTestClass,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.DisabledIfCondition.isEnabled,1,,,,,,,1.0,3.0
Public Class,org.junit.jupiter.api.condition.DisabledIfConditionClassLoaderTests,2,1.0,1.0,0.0,0.0,13.0,2.0,,27.0
Private Method,org.junit.jupiter.api.condition.DisabledIfConditionClassLoaderTests.enabledMethod,1,,,,,,,1.0,2.0
Public Class,org.junit.jupiter.api.condition.DisabledIfConditionTests,9,1.0,2.0,0.0,0.0,6.0,9.0,,58.0
Protected Method,org.junit.jupiter.api.condition.DisabledIfConditionTests.getExecutionCondition,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.DisabledIfConditionTests.getTestClass,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.DisabledIfEnvironmentVariableCondition.evaluate,5,,,,,,,3.0,16.0
Protected Method,org.junit.jupiter.api.condition.DisabledIfEnvironmentVariableCondition.getEnvironmentVariable,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.DisabledIfEnvironmentVariableCondition.getNoDisabledConditionsEncounteredResult,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.DisabledIfEnvironmentVariableConditionTests.(Anon_1).getEnvironmentVariable,2,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.DisabledIfEnvironmentVariableConditionTests.disabledBecauseEnvironmentVariableForComposedAnnotationMatchesExactly.(Anon_2).getEnvironmentVariable,2,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.DisabledIfEnvironmentVariableConditionTests.getExecutionCondition,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.DisabledIfEnvironmentVariableConditionTests.getTestClass,1,,,,,,,1.0,3.0
Public Class,org.junit.jupiter.api.condition.DisabledIfIntegrationTests,11,1.0,1.0,0.0,0.0,6.0,11.0,,57.0
Private Method,org.junit.jupiter.api.condition.DisabledIfIntegrationTests.methodThatReturnsFalse,1,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.condition.DisabledIfIntegrationTests.methodThatReturnsTrue,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.DisabledIfSystemPropertyCondition.evaluate,5,,,,,,,3.0,17.0
Protected Method,org.junit.jupiter.api.condition.DisabledIfSystemPropertyCondition.getNoDisabledConditionsEncounteredResult,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.DisabledIfSystemPropertyConditionTests.getExecutionCondition,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.DisabledIfSystemPropertyConditionTests.getTestClass,1,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.condition.DisabledOnJreConditionTests.assertDisabledOnCurrentJreIf,2,,,,,,,1.0,10.0
Protected Method,org.junit.jupiter.api.condition.DisabledOnJreConditionTests.getExecutionCondition,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.DisabledOnJreConditionTests.getTestClass,1,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.condition.DisabledOnOsCondition.isEnabledBasedOnArchitecture,2,,,,,,,1.0,7.0
Private Method,org.junit.jupiter.api.condition.DisabledOnOsCondition.isEnabledBasedOnOs,2,,,,,,,1.0,7.0
Private Method,org.junit.jupiter.api.condition.DisabledOnOsConditionTests.assertDisabledOnCurrentArchitectureIf,2,,,,,,,1.0,10.0
Private Method,org.junit.jupiter.api.condition.DisabledOnOsConditionTests.assertDisabledOnCurrentOsAndArchitectureIf,2,,,,,,,1.0,10.0
Private Method,org.junit.jupiter.api.condition.DisabledOnOsConditionTests.assertDisabledOnCurrentOsIf,2,,,,,,,1.0,10.0
Protected Method,org.junit.jupiter.api.condition.DisabledOnOsConditionTests.getExecutionCondition,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.DisabledOnOsConditionTests.getTestClass,1,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.condition.EnabledForJreRangeConditionTests.assertEnabledOnCurrentJreIf,2,,,,,,,1.0,10.0
Protected Method,org.junit.jupiter.api.condition.EnabledForJreRangeConditionTests.getExecutionCondition,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.EnabledForJreRangeConditionTests.getTestClass,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.EnabledIfCondition.isEnabled,1,,,,,,,1.0,3.0
Public Class,org.junit.jupiter.api.condition.EnabledIfConditionClassLoaderTests,2,1.0,1.0,0.0,0.0,13.0,2.0,,27.0
Private Method,org.junit.jupiter.api.condition.EnabledIfConditionClassLoaderTests.enabledMethod,1,,,,,,,1.0,2.0
Public Class,org.junit.jupiter.api.condition.EnabledIfConditionTests,9,1.0,2.0,0.0,0.0,6.0,9.0,,58.0
Protected Method,org.junit.jupiter.api.condition.EnabledIfConditionTests.getExecutionCondition,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.EnabledIfConditionTests.getTestClass,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.EnabledIfEnvironmentVariableCondition.evaluate,5,,,,,,,3.0,16.0
Protected Method,org.junit.jupiter.api.condition.EnabledIfEnvironmentVariableCondition.getEnvironmentVariable,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.EnabledIfEnvironmentVariableCondition.getNoDisabledConditionsEncounteredResult,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.EnabledIfEnvironmentVariableConditionTests.(Anon_1).getEnvironmentVariable,2,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.EnabledIfEnvironmentVariableConditionTests.disabledBecauseEnvironmentVariableForComposedAnnotationDoesNotMatch.(Anon_3).getEnvironmentVariable,3,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.EnabledIfEnvironmentVariableConditionTests.enabledBecauseBothEnvironmentVariablesMatchExactly.(Anon_2).getEnvironmentVariable,2,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.EnabledIfEnvironmentVariableConditionTests.getExecutionCondition,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.EnabledIfEnvironmentVariableConditionTests.getTestClass,1,,,,,,,1.0,3.0
Public Class,org.junit.jupiter.api.condition.EnabledIfIntegrationTests,11,1.0,1.0,0.0,0.0,6.0,11.0,,57.0
Private Method,org.junit.jupiter.api.condition.EnabledIfIntegrationTests.methodThatReturnsFalse,1,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.condition.EnabledIfIntegrationTests.methodThatReturnsTrue,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.EnabledIfSystemPropertyCondition.evaluate,5,,,,,,,3.0,17.0
Protected Method,org.junit.jupiter.api.condition.EnabledIfSystemPropertyCondition.getNoDisabledConditionsEncounteredResult,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.EnabledIfSystemPropertyConditionTests.getExecutionCondition,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.EnabledIfSystemPropertyConditionTests.getTestClass,1,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.condition.EnabledOnJreConditionTests.assertEnabledOnCurrentJreIf,2,,,,,,,1.0,10.0
Protected Method,org.junit.jupiter.api.condition.EnabledOnJreConditionTests.getExecutionCondition,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.EnabledOnJreConditionTests.getTestClass,1,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.condition.EnabledOnOsCondition.isEnabledBasedOnArchitecture,2,,,,,,,1.0,7.0
Private Method,org.junit.jupiter.api.condition.EnabledOnOsCondition.isEnabledBasedOnOs,2,,,,,,,1.0,7.0
Private Method,org.junit.jupiter.api.condition.EnabledOnOsConditionTests.assertEnabledOnCurrentArchitectureIf,2,,,,,,,1.0,10.0
Private Method,org.junit.jupiter.api.condition.EnabledOnOsConditionTests.assertEnabledOnCurrentOsAndArchitectureIf,2,,,,,,,1.0,10.0
Private Method,org.junit.jupiter.api.condition.EnabledOnOsConditionTests.assertEnabledOnCurrentOsIf,2,,,,,,,1.0,10.0
Protected Method,org.junit.jupiter.api.condition.EnabledOnOsConditionTests.getExecutionCondition,1,,,,,,,1.0,3.0
Protected Method,org.junit.jupiter.api.condition.EnabledOnOsConditionTests.getTestClass,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.condition.JRE.isCurrentVersion,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.condition.JRE.valueOf,1,,,,,,,1.0,0.0
Public Method,org.junit.jupiter.api.condition.JRE.values,1,,,,,,,1.0,0.0
Public Class,org.junit.jupiter.api.condition.JRETests,7,1.0,1.0,0.0,0.0,3.0,7.0,,37.0
Public Class,org.junit.jupiter.api.condition.JavaVersionPredicates,18,1.0,1.0,0.0,0.0,1.0,18.0,,73.0
Private Method,org.junit.jupiter.api.condition.MethodBasedCondition.acceptsExtensionContextOrNoArguments,1,,,,,,,1.0,4.0
Private Method,org.junit.jupiter.api.condition.MethodBasedCondition.buildConditionEvaluationResult,4,,,,,,,1.0,9.0
Private Method,org.junit.jupiter.api.condition.MethodBasedCondition.enabledByDefault,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.condition.MethodBasedCondition.evaluateExecutionCondition,4,,,,,,,1.0,9.0
Private Method,org.junit.jupiter.api.condition.MethodBasedCondition.findMethod,2,,,,,,,1.0,4.0
Private Method,org.junit.jupiter.api.condition.MethodBasedCondition.invokeConditionMethod,4,,,,,,,1.0,11.0
Public Method,org.junit.jupiter.api.condition.OS.isCurrentOs,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.condition.OS.valueOf,1,,,,,,,1.0,0.0
Public Method,org.junit.jupiter.api.condition.OS.values,1,,,,,,,1.0,0.0
Public Class,org.junit.jupiter.api.condition.StaticConditionMethods,2,1.0,1.0,0.0,0.0,0.0,2.0,,8.0
Public Class,org.junit.jupiter.api.extension.CloseableResourceIntegrationTests,2,1.0,2.0,0.0,0.0,11.0,2.0,,48.0
Private Method,org.junit.jupiter.api.extension.CloseableResourceIntegrationTests.TestCase.reportEntryOnClose,2,,,,,,,1.0,4.0
Public Method,org.junit.jupiter.api.extension.CloseableResourceIntegrationTests.ThrowingOnCloseExtension.beforeEach,2,,,,,,,1.0,5.0
Public Class,org.junit.jupiter.api.extension.ConditionEvaluationResult,8,1.0,1.0,57.0,0.0,6.0,7.0,,34.0
Public Method,org.junit.jupiter.api.extension.ConditionEvaluationResult.getReason,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.extension.ConditionEvaluationResult.isDisabled,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.extension.ConditionEvaluationResult.toString,1,,,,,,,1.0,6.0
Public Class,org.junit.jupiter.api.extension.ExecutableInvokerIntegrationTests,2,1.0,2.0,0.0,0.0,9.0,2.0,,48.0
Public Method,org.junit.jupiter.api.extension.ExecutableInvokerIntegrationTests.ExecuteConstructorTwiceExtension.beforeAll,1,,,,,,,1.0,4.0
Public Method,org.junit.jupiter.api.extension.ExecutableInvokerIntegrationTests.ExecuteTestsTwiceExtension.afterTestExecution,1,,,,,,,1.0,4.0
Private Method,org.junit.jupiter.api.extension.ExtensionComposabilityTests.isExtensionApi,1,,,,,,,1.0,3.0
Private Method,org.junit.jupiter.api.extension.ExtensionComposabilityTests.methodSignature,1,,,,,,,1.0,4.0
Public Class,org.junit.jupiter.api.extension.ExtensionConfigurationException,2,1.0,3.0,0.0,0.0,2.0,2.0,,9.0
Public Method,org.junit.jupiter.api.extension.ExtensionContext.Namespace.append,1,,,,,,,1.0,8.0
Public Method,org.junit.jupiter.api.extension.ExtensionContext.Namespace.equals,3,,,,,,,3.0,10.0
Public Method,org.junit.jupiter.api.extension.ExtensionContext.Namespace.hashCode,1,,,,,,,1.0,3.0
Public Class,org.junit.jupiter.api.extension.ExtensionContextException,2,1.0,3.0,0.0,0.0,4.0,2.0,,11.0
Public Class,org.junit.jupiter.api.extension.ExtensionContextParameterResolver,2,1.0,1.0,0.0,0.0,4.0,2.0,,12.0
Public Method,org.junit.jupiter.api.extension.ExtensionContextParameterResolver.resolveParameter,1,,,,,,,1.0,4.0
Public Method,org.junit.jupiter.api.extension.ExtensionContextParameterResolver.supportsParameter,1,,,,,,,1.0,4.0
Public Class,org.junit.jupiter.api.extension.KitchenSinkExtension,24,1.0,1.0,0.0,0.0,8.0,24.0,,98.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.afterAll,1,,,,,,,1.0,2.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.afterEach,1,,,,,,,1.0,2.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.afterTestExecution,1,,,,,,,1.0,2.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.beforeAll,1,,,,,,,1.0,2.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.beforeEach,1,,,,,,,1.0,2.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.beforeTestExecution,1,,,,,,,1.0,2.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.createTestInstance,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.evaluateExecutionCondition,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.handleAfterAllMethodExecutionException,1,,,,,,,1.0,2.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.handleAfterEachMethodExecutionException,1,,,,,,,1.0,2.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.handleBeforeAllMethodExecutionException,1,,,,,,,1.0,2.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.handleBeforeEachMethodExecutionException,1,,,,,,,1.0,2.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.handleTestExecutionException,1,,,,,,,1.0,2.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.postProcessTestInstance,1,,,,,,,1.0,2.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.preConstructTestInstance,1,,,,,,,1.0,2.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.preDestroyTestInstance,1,,,,,,,1.0,2.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.provideTestTemplateInvocationContexts,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.resolveParameter,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.supportsParameter,1,,,,,,,1.0,3.0
Public Method,org.junit.jupiter.api.extension.KitchenSinkExtension.supportsTestTemplate,1,,,,,,,1.0,3.0
